# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 24 12:47:55 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassprov like '%mass%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,3.03006500,,,0,0.039250,0.000560,-0.000600,0,11.960,0.247,-0.235,0,1.067,0.022,-0.021,0,238.99800,14.93700,-14.62000,0,0.75200,0.04700,-0.04600,0,Mass,,,,,,,,,1140,13,-12,0,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5230.00,50.00,-50.00,0,0.81,0.02,-0.02,0,0.88,0.04,-0.04,0,0.020,0.050,-0.050,0,[Fe/H],4.57,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.6325360,159.6580000,0.7360000,-0.7300000,11.4240000,0.0190000,-0.0190000,9.8190000,0.0190000,-0.0190000,11.5565000,0.0002900,-0.0002900,2018-04-25,2008-04,2014-10-15
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,3.03007280,0.00000060,-0.00000060,0,0.039460,0.000720,-0.000720,0,12.319,0.392,-0.392,0,1.099,0.035,-0.035,0,241.86863,16.20933,-16.20933,0,0.76100,0.05100,-0.05100,0,Mass,,,,,,,,,1147,15,-15,0,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,5226.00,50.00,-50.00,0,0.82,0.02,-0.02,0,0.89,0.05,-0.05,0,0.060,0.050,-0.050,0,[Fe/H],4.56,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.6325360,159.6580000,0.7360000,-0.7300000,11.4240000,0.0190000,-0.0190000,9.8190000,0.0190000,-0.0190000,11.5565000,0.0002900,-0.0002900,2018-04-25,2010-11,2016-01-14
TrES-1 b,TrES-1,1,2,1,Transit,2004,TrES,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.03007000,0.00000800,-0.00000800,0,,,,,12.666,0.673,-0.673,0,1.130,0.060,-0.060,0,266.97720,34.96130,-34.96130,0,0.84000,0.11000,-0.11000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5230.00,50.00,-50.00,0,0.85,0.05,-0.05,0,1.04,0.19,-0.19,0,0.020,,,0,[Fe/H],4.57,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.6325360,159.6580000,0.7360000,-0.7300000,11.4240000,0.0190000,-0.0190000,9.8190000,0.0190000,-0.0190000,11.5565000,0.0002900,-0.0002900,2018-04-25,2017-03,2018-04-26
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.03006973,0.00000018,-0.00000018,0,0.039260,0.000580,-0.000600,0,11.960,0.247,-0.235,0,1.067,0.022,-0.021,0,221.52751,8.89924,-8.58141,0,0.69700,0.02800,-0.02700,0,Mass,0.012000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5230.00,50.00,-50.00,0,0.81,0.02,-0.02,0,0.88,0.04,-0.04,0,0.020,0.050,-0.050,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m09.81s,286.0408755,+36d37m57.13s,36.6325360,159.6580000,0.7360000,-0.7300000,11.4240000,0.0190000,-0.0190000,9.8190000,0.0190000,-0.0190000,11.5565000,0.0002900,-0.0002900,2019-03-18,2017-06,2019-03-21
TrES-2 b,TrES-2,1,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.47063000,0.00001000,-0.00001000,0,,,,,15.244,0.897,-0.897,0,1.360,0.080,-0.080,0,473.56670,69.92260,-69.92260,0,1.49000,0.22000,-0.22000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5850.00,50.00,-50.00,0,1.12,0.07,-0.07,0,1.36,0.30,-0.30,0,-0.150,,,0,[Fe/H],4.43,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2017-03,2018-04-26
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,2.47061317,0.00000009,-0.00000009,0,0.036700,0.001400,-0.001300,0,13.978,0.560,-0.504,0,1.247,0.050,-0.045,0,380.44251,21.61244,-21.61244,0,1.19700,0.06800,-0.06800,0,Mass,,,,,,,,,1470,10,-10,0,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,5850.00,50.00,-50.00,0,1.00,0.04,-0.03,0,0.98,0.06,-0.06,0,-0.150,0.100,-0.100,0,[Fe/H],4.43,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2015-05,2015-10-15
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=DAEMGEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...498..567D/abstract target=ref> Daemgen et al. 2009 </a>,2.47063000,0.00001000,-0.00001000,0,0.035560,0.000750,-0.000750,0,14.258,0.460,-0.460,0,1.272,0.041,-0.041,0,381.10000,16.52700,-16.52700,0,1.19900,0.05200,-0.05200,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5854.00,105.08,-98.17,0,1.02,0.04,-0.04,0,1.06,0.12,-0.14,0,-0.030,0.100,-0.100,0,[M/H],4.45,0.09,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2009-05,2014-05-14
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,2.47061323,0.00000007,-0.00000007,0,0.035670,0.000680,-0.000680,0,13.372,0.258,-0.258,0,1.193,0.023,-0.023,0,383.30298,15.57367,-15.57367,0,1.20600,0.04900,-0.04900,0,Mass,,,,,,,,,1466,12,-12,0,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,5850.00,50.00,-50.00,0,0.96,0.02,-0.02,0,0.99,0.06,-0.06,0,-0.150,0.100,-0.100,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2011-11,2016-01-14
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,,,,,,,,,,,,,,,,,367.72931,17.48065,-17.79848,0,1.15700,0.05500,-0.05600,0,Mass,0.003600,0.015000,-0.002700,0,,,,,,,,,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,,,,,,,,,,0.94,0.05,-0.05,0,-0.010,0.080,-0.080,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2014-04,2015-10-15
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=HOLMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...664.1185H/abstract target=ref> Holman et al. 2007 </a>,2.47062100,0.00001700,-0.00001700,0,,,,,13.697,0.426,-0.426,0,1.222,0.038,-0.038,0,380.76034,16.84499,-16.84499,0,1.19800,0.05300,-0.05300,0,Mass,,,,,,,,,,,,,0,<a refstr=HOLMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...664.1185H/abstract target=ref> Holman et al. 2007 </a>,,5850.00,50.00,-50.00,0,1.00,0.03,-0.03,0,0.98,0.06,-0.06,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2007-08,2016-07-28
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,2.47061320,0.00000010,-0.00000010,0,0.036700,0.001300,-0.001200,0,13.955,0.504,-0.460,0,1.245,0.045,-0.041,0,457.67520,66.74430,-66.74430,0,1.44000,0.21000,-0.21000,0,Mass,0.000200,0.001000,-0.000200,0,,,,,1472,12,-12,0,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,5850.00,,,0,,,,,,,,,-0.150,,,0,[Fe/H],4.43,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2022-05-23,2016-06,2022-05-23
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.47061337,0.00000002,-0.00000002,0,0.035570,0.000730,-0.000740,0,13.720,0.460,-0.460,0,1.224,0.041,-0.041,0,385.20996,16.20933,-15.89150,0,1.21200,0.05100,-0.05000,0,Mass,0.002800,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5850.00,50.00,-50.00,0,1.00,0.03,-0.03,0,0.98,0.06,-0.06,0,-0.150,0.100,-0.100,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2019-03-18,2017-06,2019-03-21
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2.47061010,0.00000180,-0.00000180,0,0.036350,0.000720,-0.000720,0,14.135,0.460,-0.460,0,1.261,0.041,-0.041,0,398.24099,16.84499,-16.84499,0,1.25300,0.05300,-0.05300,0,Mass,,,,,,,,,1467,27,-27,0,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,5795.00,73.00,-73.00,0,1.00,0.03,-0.03,0,1.05,0.06,-0.06,0,0.060,0.080,-0.080,0,[Fe/H],4.46,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2010-11,2016-01-14
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=_OUML_ZT_UUML_RK__AMP__ERDEM_2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.2290O/abstract target=ref>&Ouml;zt&uuml;rk &amp; Erdem 2019</a>,2.47061437,0.00000009,-0.00000009,0,,,,,13.776,0.729,-0.729,0,1.229,0.065,-0.065,0,398.24099,16.84499,-16.84499,0,1.25300,0.05300,-0.05300,0,Mass,0.000000,,,0,,,,,1466,9,-9,0,0,<a refstr=_OUML_ZT_UUML_RK__AMP__ERDEM_2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.2290O/abstract target=ref>&Ouml;zt&uuml;rk &amp; Erdem 2019</a>,,5795.00,73.00,-73.00,0,1.00,0.03,-0.03,0,1.05,0.06,-0.06,0,0.060,0.080,-0.080,0,[Fe/H],4.46,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2019-11-01,2019-06,2019-11-07
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,2.47063000,0.00001000,-0.00001000,0,0.036700,0.001200,-0.000500,0,13.899,1.009,-0.673,0,1.240,0.090,-0.060,0,406.82240,28.60470,-12.71320,0,1.28000,0.09000,-0.04000,0,Mass,,,,,,,,,,,,,0,<a refstr=O_DONOVAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651L..61O/abstract target=ref> O'Donovan et al. 2006 </a>,G0 V,5960.00,100.00,-100.00,0,1.00,0.06,-0.04,0,1.08,0.11,-0.05,0,,,,,,4.40,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2006-11,2016-07-28
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=BARCLAY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761...53B/abstract target=ref>Barclay et al. 2012</a>,2.47061320,0.00000002,-0.00000002,0,0.035030,0.000530,-0.000730,0,13.025,0.224,-0.269,0,1.162,0.020,-0.024,0,457.67520,66.74430,-66.74430,0,1.44000,0.21000,-0.21000,0,Mass,,,,,,,,,,,,,0,<a refstr=BARCLAY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761...53B/abstract target=ref>Barclay et al. 2012</a>,,5850.00,50.00,-50.00,0,0.95,0.02,-0.02,0,0.94,0.05,-0.05,0,-0.150,0.100,-0.100,0,[Fe/H],4.45,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2012-12,2016-08-04
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.47063000,,,0,0.035580,0.000700,-0.000770,0,13.720,0.460,-0.460,0,1.224,0.041,-0.041,0,381.39600,16.20933,-16.84499,0,1.20000,0.05100,-0.05300,0,Mass,,,,,,,,,1498,17,-17,0,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5850.00,50.00,,0,1.00,0.03,,0,0.98,0.06,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0500000,-1.0390000,11.2540000,0.0110000,-0.0110000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25,2008-04,2016-02-25
